   67 Asia               E. Bowell        8.28  0.15 0.86  58.1 S       0   0   0   0   0   9 49674  229 20000605 275.216426 105.483131 202.920518  6.020048 0.18539605   2.42126299 20000326 1.3E-01 -6.1E-04 20000417 1.4E-01 20010914 1.7E-01 20080524 1.7E-01 20080524
   68 Leto               E. Bowell        6.78  0.05 0.84 122.6 S       0   0   0   0   0   0 49465  570 20000605 236.867932 303.769292  44.447591  7.956527 0.18574553   2.78313261 19990830 5.8E-02 -3.3E-05 20000417 8.1E-02 20010726 8.1E-02 20010726 8.1E-02 20010726
   69 Hesperia           E. Bowell        7.05  0.19 0.70 138.1 M       0   0   0   0   0   0 50704  263 20000605  57.576133 289.541303 185.218989  8.587170 0.16456688   2.98068665 20000326 1.4E-01 -7.6E-04 20000417 1.3E-01 20010606 1.7E-01 20050223 1.8E-01 20100206
   70 Panopaea           E. Bowell        8.11  0.14 0.74 122.2 C       0   0   0   0   0   0 48751  204 20000605 262.612017 255.342597  47.966250 11.580460 0.18348184   2.61493377 20000326 1.1E-01 -5.5E-04 20000417 2.1E-01 20010727 2.1E-01 20010727 2.0E-01 20010727
   71 Niobe              E. Bowell        7.30  0.40 0.82  83.4 S       0   0   0   0   0   0 49642  209 20000605 216.889517 267.086201 316.178397 23.237798 0.17465728   2.75707380 20000129 8.0E-02 -9.8E-05 20000417 1.5E-01 20010115 2.0E-01 20020531 2.0E-01 20020531
   72 Feronia            E. Bowell        8.94  0.15 0.78  86.1         0   0   0   0   0   0 49198  339 20000605 173.798752 102.348227 208.210687  5.413635 0.12141693   2.26548433 20000326 5.0E-02 -2.3E-04 20000417 9.4E-02 20010413 1.3E-01 20050723 1.3E-01 20050723
   73 Klytia             E. Bowell        9.0   0.15 0.82  44.4         0   0   0   0   0   0 30420  179 20000605  33.261304  52.229739   7.323020  2.377971 0.04248644   2.66450690 20000129 8.8E-02 -1.2E-05 20000417 1.8E-01 20010219 2.1E-01 20070811 2.1E-01 20070811
   74 Galatea            E. Bowell        8.66  0.15 0.69 118.7         0   0   0   0   0   0 48870  414 20000605 247.216355 173.823372 197.566280  4.056871 0.23608308   2.78167436 20000406 5.2E-02  2.2E-04 20000417 5.6E-02 20000520 1.3E-01 20010927 1.3E-01 20010927
   75 Eurydike           E. Bowell        8.96  0.23 0.71  55.7 M       0   0   0   0   0   0 49733  506 20000605 205.848161 338.840475 359.570123  5.016431 0.30827059   2.67009863 20000405 4.1E-02 -1.9E-04 20000417 8.4E-02 20010511 1.2E-01 20060831 1.2E-01 20060831
   76 Freia              E. Bowell        7.90  0.15 0.70 183.7 CP      0   0   0   0   0   9 49507  409 20000605 283.251636 255.388209 204.719867  2.117632 0.16472728   3.41377339 20000129 4.9E-02  1.1E-04 20000417 1.0E-01 20001012 1.5E-01 20071221 1.5E-01 20071221
   77 Frigga             E. Bowell        8.52  0.16 0.75  69.2 M?      0   0   0   0   0   9 43756  524 20000605 164.101173  61.454943   1.385180  2.433182 0.13078371   2.66970009 19990908 5.0E-02  1.6E-04 20000417 5.2E-02 20000508 7.0E-02 20061022 7.0E-02 20061022
   78 Diana              E. Bowell        8.09  0.08 0.71 120.6 C       0   0   0   0   0   0 49739  281 20000605 155.734653 151.574557 333.609126  8.686103 0.20755079   2.61990355 20000301 9.4E-02  3.7E-04 20000417 1.3E-01 20000716 1.8E-01 20030310 1.8E-01 20030310
   79 Eurynome           E. Bowell        7.96  0.25 0.88  66.5 S       0   0   0   0   0   0 49538  320 20000605 250.298073 200.568200 206.866944  4.622402 0.19201047   2.44477886 19990908 8.0E-02  4.7E-04 20000417 1.2E-01 20000709 1.4E-01 20011229 1.4E-01 20011229
   80 Sappho             E. Bowell        7.98  0.15 0.90  78.4 S       0   0   0   0   0   0 48820  393 20000605 302.701604 139.248943 218.894499  8.666442 0.19998247   2.29597734 20000301 7.3E-02  5.4E-04 20000417 1.3E-01 20000712 1.5E-01 20041114 1.5E-01 20041114
   81 Terpsichore        E. Bowell        8.48  0.15 0.71 119.1 C       0   0   0   0   0   0 49307  165 20000605  18.654728  50.152395   1.541516  7.816481 0.21282941   2.85266645 20000301 9.2E-02  1.9E-04 20000417 1.9E-01 20010206 2.4E-01 20091116 2.3E-01 20091116
   82 Alkmene            E. Bowell        8.40  0.28 0.81  61.0 S       0   0   0   0   0   0 49128  431 20000605 135.120789 110.551093  25.677232  2.832970 0.22440856   2.75981095 19990908 5.1E-02  2.3E-04 20000417 6.8E-02 20000707 1.1E-01 20080305 1.1E-01 20080305
   83 Beatrix            E. Bowell        8.66  0.15 0.70  81.4 l       0   0   0   0   0   0 48696  198 20000605 238.367086 166.982671  27.845629  4.967797 0.08103812   2.43339322 20000301 5.8E-02  9.0E-06 20000417 1.7E-01 20010122 2.0E-01 20020626 2.0E-01 20020626
   84 Klio               E. Bowell        9.32  0.15 0.73  79.2         0   0   0   0   0   0 48917  169 20000605  34.109329  14.794273 327.804433  9.338216 0.23715981   2.36242063 20000129 7.2E-02 -8.9E-05 20000417 1.8E-01 20001219 3.3E-01 20030806 3.3E-01 20030806
   85 Io                 E. Bowell        7.61  0.15 0.66 154.8 C       0   0   1   0   0  10 49051  478 20000605  87.311351 122.815121 203.483057 11.967532 0.19206608   2.65483913 20000129 3.9E-02 -9.5E-06 20000417 8.8E-02 20010111 9.5E-02 20030726 9.5E-02 20030726
   86 Semele             E. Bowell        8.54  0.15 0.71 120.6 C       0   0   0   0   0   0 46794  215 20000605 198.252513 305.030631  87.071930  4.802205 0.20483785   3.11826992 20000301 1.1E-01  6.3E-05 20000417 1.1E-01 20000422 1.9E-01 20020920 1.9E-01 20020920
   87 Sylvia             E. Bowell        6.94  0.15 0.70 260.9 PC      0   0   0   0   0   0 29855  530 20000605 124.652512 267.262023  73.344314 10.859368 0.07989884   3.48596186 20000326 3.7E-02 -1.4E-04 20000417 5.1E-02 20010222 8.9E-02 20040913 9.1E-02 20100803
   88 Thisbe             E. Bowell        7.04  0.14 0.66 200.6         0   0   0   0   0   0 48566  813 20000605  13.644192  35.170839 276.892542  5.222687 0.16133210   2.76805214 20000301 2.6E-02  5.9E-05 20000417 5.8E-02 20000930 6.6E-02 20040629 6.6E-02 20040629
   89 Julia              E. Bowell        6.60  0.15 0.88 151.5 S       0   0   0   0   0   9 48403  480 20000605 268.880649  44.707468 311.694867 16.135506 0.18152302   2.55152749 19990830 8.0E-02  4.5E-04 20000417 9.1E-02 20000528 9.5E-02 20051023 1.1E-01 20091008
   90 Antiope            E. Bowell        8.27  0.15 0.69 120.1 C       0   0   0   0   0   9 48526  356 20000605  19.213961 238.226474  70.745681  2.233646 0.15518932   3.15324152 20000301 5.9E-02  1.1E-04 20000417 1.2E-01 20000930 1.4E-01 20050722 1.4E-01 20050722
   91 Aegina             E. Bowell        8.84  0.15 0.73 109.8         0   0   0   0   0   9 48624  298 20000605 337.146053  72.412391  10.954831  2.113950 0.10594952   2.59169274 20000301 5.5E-02  8.4E-06 20000417 1.3E-01 20010119 1.5E-01 20081203 1.5E-01 20081203
